Product name,Price,Stock status,Description,Detail URL,Listing Page Number
Under Siege,"80,99 €",Out of stock,"Under Siege is a Real Time Strategy game developed exclusively for Playstation 3, it supports DualShock 3 and the new PlayStation Move Motion Controller.",https://sandbox.oxylabs.io/products/2530,80
Star Wars: Battlefront II,"85,99 €",In stock,"Star Wars Battlefront II improves upon the original game's single-player experience with open-ended, mission-based objectives inspired from all six Star Wars films. The compelling storyline spans more than 12 new locations, many from Episode III, including volcanic Mustafar and the space battle above Coruscant. All-new classic movie moments complete the Star Wars Battlefront II experience, as players battle within the interior of the Death Star and visit Princess Leia’s blockade runner, the Tantive IV, as seen at the beginning of Episode IV A New Hope. In addition, at certain key moments within the battles, players can feel the Force as a Jedi. For the first time ever, Star Wars Battlefront II players can engage in space combat and, during the same battle, board enemy ships to attack from within. Starting on foot inside a capital ship, players can enter the spacecraft of their choice and travel into space to dogfight with the rival faction. From there, they can dock within the enemy’s capital ship, overtake the ship’s command posts, man its turrets to disable its shields and destroy it from within! Or, they can simply stay inside their own capital ship and defend it from attacks and enemy fire. The choice is theirs. The stellar online play that marked the original Star Wars Battlefront returns even bigger and better for Star Wars Battlefront II. [LucasArts]",https://sandbox.oxylabs.io/products/2531,80
Sword of the Stars: The Pit,"78,99 €",Out of stock,"Sword of the Stars: The Pit is a fun, fast, light-hearted action RPG, made in the tradition of Rogue and other old school dungeon-diving games. Set in the popular Sword of the Stars universe, it delivers a rich backdrop and modern gameplay.",https://sandbox.oxylabs.io/products/2532,80
One Piece: Grand Battle,"84,99 €",In stock,"Ahoy there mi hearties! In a world of pirates, one man wants to become the greatest of them all: Monkey D. Luffy. Join Luffy as he sets out to sea in a rowboat, in search of ""One Piece,"" the greatest treasure in the world. 16 playable pirates with 32 additional support characters from the TV show. 6 game play modes including Grand Battle and 2 player Versus Mode. Interactive 3D environments: pick up objects and use them to attack your opponent. 7 environments in which to battle your opponents, all faithfully recreated from the TV series. Each character has more than 20 regular moves, as well as special attacks and ultimate attacks. Unlock hidden features such as additional characters, costumes, items and mini-games. Collect items and gimmicks to power up or increase your skills. [Bandai]",https://sandbox.oxylabs.io/products/2533,80
Deception IV: The Nightmare Princess,"70,99 €",Out of stock,"Deception 4: The Nightmare Princess is the successor to Deception IV: Blood Ties, which revolved around Laegrinna, a deceitful fragment of the Devil’s soul who chose between Sadistic Torment, Elaborate Death, or Humiliating Demise to defeat her foes through trickery. In this new installment, players not only relive Laegrinna’s entire pursuit to free her father, the Devil, from his eternal prison, but they also get introduced to an entirely new, wickedly sadistic, and infernally mischievous character: Velguirie.",https://sandbox.oxylabs.io/products/2534,80
Hyperdimension Neptunia Re;Birth1,"77,99 €",In stock,"Gamindustri: One of many parallel universes protected by four goddesses known as CPUs. Long ago, these four CPUs engaged in a war for supremacy known as the War of the Guardians. However, this war weakened their protective hold on the world inhabited by their people, and in turn it was flooded by monsters under the influence of an individual known as Arfoire. During the War of the Guardians, one of the CPUs—Neptune—was defeated by the others and hurled down to the world’s surface from the heavens. The drop caused Neptune to lose her memories, as learned by Compa and IF, who happen upon the fallen girl. A mysterious book containing knowledge of all Gamindustri’s history suddenly speaks out to Neptune, Compa, and IF. With the assistance of this sentient book, the trio embark on an extraordinary journey across four different nations on a quest to save the entire world.",https://sandbox.oxylabs.io/products/2535,80
Trouble Witches Neo!,"70,99 €",Out of stock,"Discover  TROUBLE WITCHES NEO , horizontal shooting in which cute and comical little witches roam the skies of Xbox LIVE! Sakurako, a traditional Japanese young witch, joins the cast of the Arcade version! The ""Story Mode"" offers a full voice dubbing in English and in Japanese to enjoy twice the game! The Online Mode featured in ""TROUBLE WITCHES NEO"" will allow you to play in cooperation with players worldwide, or, at the contrary, to confront them to get the highest score! In addition to the ""ARRANGE MODE"" with its high quality HD graphics, you can enjoy two different types of ""CHALLENGE MODE"" and&#12288;the ""ARCADE MODE"", original version of the game, for a very low price &#9834;",https://sandbox.oxylabs.io/products/2536,80
Sword of the Necromancer,"75,99 €",In stock,"Help Tama to save Koko using the powers of the forbidden Sword of the Necromancer. Turn your foes into allies and reach the depths of the Necromancer's dungeon. Defeat the guardians to gain enough soul power to bring Koko back from the dead, no matter the cost.",https://sandbox.oxylabs.io/products/2537,80
NCAA March Madness 08,"69,99 €",Out of stock,"NCAA March Madness 08 has created a strategic new gameplay experience called Dynamic Post Play that enables you to take complete control over running your offense through the post, and defending your opponent in the paint. Experience the intensity of a strategic match-up on each possession, outwit your opponent by creating a favorable mismatch, and then make a move that scores the bucket to lift your team and your fans to victory. For the first time, you have complete control over dozens of new offensive post moves, including finesse ones like an up-and-under, drop step, hook spin, jump hook, and pump fake, and the ability to combine moves together. Animations can be interrupted at any time to transition into a new move, enabling you to read and respond to the defense, just like real life. Take command of the post on defense with strategic positioning to dominate down low -- guard your opponent man-to-man, front him to deny the entry pass or read the offense and go for the steal. NCAA March Madness 08 finally makes dream match-ups a reality, enabling you to replay classic games in college basketball history. Featuring more than 70 classic teams, take the court as the 1972 UCLA Bruins against any of the great North Carolina Tar Heels teams of the 1980s, the Duke Blue Devils of the 1990s or the two-time defending national champion University of Florida Gators. In addition, the ultimate teams for dozens of Division I programs have been created enabling you to go head-to-head to determine the best team in the history of college basketball. [Electronic Arts]",https://sandbox.oxylabs.io/products/2538,80
Twin Breaker: A Sacred Symbols Adventure,"74,99 €",In stock,"The United States sends generation ships to nearby star systems to find new planets to colonize. But once in interstellar space, the ships mysteriously disappear. When clues emerge about the missing spacecraft, two pilots jump through a wormhole into a story-driven brick breaker in the spirit of Arkanoid and Breakout.",https://sandbox.oxylabs.io/products/2539,80
Dr. Mario: Miracle Cure,"68,99 €",Out of stock,"Dr. Mario is back with a new arsenal of treatments. In the Miracle Cure Laboratory, you'll take on preset challenges with normal, two-sided pills and L-shaped pills. To aid your recovery, you'll fill a special gauge to earn Miracle Cures that will help alleviate your ailments. Pop in powerful Blasters to disinfect a section of the bottle, or apply cleverly placed Zappers to wipe out entire rows or columns. Then, self-prescribe some Miracle Cure power-ups in endless Dr. Mario or Dr. Luigi game modes to balance out your intake. A caution from the doctor: challenging your friends locally or online may be habit forming.",https://sandbox.oxylabs.io/products/2540,80
Wet,"73,99 €",In stock,"WET is a seamless integration of intense gunplay, death-defying acrobatics and exciting swordplay. The game  tells the story of Rubi, an acrobatic gun-for-hire. When she agrees to help a wealthy man find and bring back his wayward son, all hell breaks loose and the tables are turned, as the man who hired her isn't who he appeared to be. Now Rubi's on the run, needing to find the man who left her for dead and leaving a massive body count in her wake. Innovative 3rd person shooter gameplay: With her trusty twin custom made Colt Pythons, Rubi gracefully engages in amazing, cinematic high-body count gunplay against diverse and challenging enemies. Along with her guns, Rubi has an arsenal of death-defying acrobatic moves. Her incredible agility allows her to climb on ledges, slide under obstacles, swing on poles and run along walls. Rubi's sword is an instrument for deadly close-quarter proximity attacks.  Rubi will unleash a flurry of multi-staged stylized attack sequences. [Sierra Entertainment]",https://sandbox.oxylabs.io/products/2541,80
Cycle 28,"69,99 €",Out of stock,"Power slide your way between bullets and screen-shaking explosions, and maybe solve the mystery of Cycle 28, a space shooter in the classic arcade style that keeps you pushing for a high score. The controls are simple. The action is fast-paced. Intense dogfights lead to epic, screen-filling bosses.",https://sandbox.oxylabs.io/products/2542,80
DOOM VFR,"80,99 €",In stock,"Available for PlayStation VR and VIVE platforms, this DOOM adventure will bathe you in virtual carnage. Developed by id Software, the studio that pioneered the first-person shooter genre and modern VR, DOOM VFR brings the fast-paced, brutal gameplay fans of the series love to virtual reality. Immerse yourself in the UAC facility on Mars and the depths of Hell, as your skills are put to the test through intense combat and challenging puzzle-solving. Play as a cybernetic survivor who is activated by the UAC to fight the demon invasion, maintain order, and prevent catastrophic failure at the Mars facility. Lay waste to an army of demonic foes as you explore and interact with the outlandish world of DOOM from an entirely new perspective.",https://sandbox.oxylabs.io/products/2543,80
The Simpsons Arcade Game,"57,99 €",Out of stock,The long-awaited home console port of the classic Simpsons arcade game is finally here! Join three of your friends as you chase down Smithers and Mr. Burns on the epic quest to save Maggie. Battle your way through 8 classic Springfield locations in this hilarious blast from the past!,https://sandbox.oxylabs.io/products/2544,80
Captain Tsubasa: Rise of New Champions,"73,99 €",In stock,Captain Tsubasa: Rise of New Champions is an arcade football game bringing a refreshing look to the football genre with the exhilarating action and over the top shots that made the license famous.,https://sandbox.oxylabs.io/products/2545,80
RiftStar Raiders,"69,99 €",Out of stock,"The Spiral Arm has been plunged into chaos, hordes of WarSwarm, a hive-mind of alien AI, have waged war on humanity, and it’s fallen to the poster boy for the Federation’s “Most Wanted” to save the galaxy… and turn a profit.",https://sandbox.oxylabs.io/products/2546,80
The Conduit,"81,99 €",In stock,"The Conduit is a first-person action shooter that promises to provide some of the best visuals seen to date on Nintendo's Wii gaming console. Using their proprietary Quantum 3 Game Engine technology, the team at High Voltage Software fuses fast and fluid gameplay with an advanced set of visuals intended to squarely establish the Wii as a true next-generation gaming platform. The first-person shooter boasts a competitive online multiplayer component and a thrilling single-player campaign. Advanced graphical features include dynamic environment mapping, interactive water with real-time reflection, and four-stage texture composition including gloss, diffuse, and bump mapping. Featuring terrifying alien creatures, an advanced Artificial Intelligence System, and a rich, conspiracy-laden story, The Conduit has more than a pretty face. The Conduit's control scheme was carefully designed from the ground up with the Wii in mind, as were each of the weapons in the extensive armory, providing gameplay not possible on other platforms. As Secret Service Agent Ford, you must learn to master each of these weapons as well as the special ""All Seeing Eye"" device to defeat enemies, solve puzzles, and unravel the game's mysteries. [High Voltage Software]",https://sandbox.oxylabs.io/products/2547,80
DESYNC,"70,99 €",Out of stock,DESYNC is a single-player first person action game that begs you to play dangerously and creatively. Eliminate your opponents as you perform violent attack sequences using the explosive digital weaponry and lethal side-arms at your disposal.,https://sandbox.oxylabs.io/products/2548,80
HoopWorld,"76,99 €",In stock,"[WiiWare]  Long ago, a lost civilization called the Elders, who worshiped the magical power of Nature, built a network of sacred temples around the world. Millennia have since passed, and the temples now lie in ruins. But their energy still resonates from the land, attracting adventurers from distant lands. Drawn by the unknown force, friends have begun to rebuild the ruins into ball courts, knowing only that they must relive the time-honored test of the spirit of the Elders: the game now known as basketball. HoopWorld is a three-on-three basketball game with an arcade twist. Unique characters and beautiful natural locations set the stage, while fighting and random power-ups keep the game fast and rough. Choose your favorite team and basketbrawl across the globe to become the undisputed world champions. Play on your own or with a friend and see if you can beat the leaders of the HoopWorld global ranking.",https://sandbox.oxylabs.io/products/2549,80
Assassin's Creed II: Discovery,"75,99 €",Out of stock,"Assassin's Creed II: Discovery takes players through an untold chapter from the Assassin's Creed II console storyline utilizing the unique strengths of the Nintendo DS platform. In this new adventure, Ezio travels to Spain to rescue fellow assassins being held under the guise of the Inquisition, only to uncover a Templar plot to sail west and discover the New World. The game takes platforming into the next generation with an emphasis on exhilarating speed and breathtaking acrobatics. The in-game animations provide players with a true visceral experience and the intuitive controls enable players to easily execute assassinations and nimbly navigate obstacles reaching daredevil speeds. Nintendo DSi owners will be able to take pictures of themselves and put them directly into the game as ""WANTED!"" posters. [Ubisoft]",https://sandbox.oxylabs.io/products/2550,80
Rag Doll Kung Fu,"49,99 €",In stock,"Imagine having a Kung Fu Fight with string puppets, except you don't have to worry about getting the strings tangled up, and you don't have to have a kung fu fight. You control the characters on screen with the mouse – there are no pre-scripted animations in the game – it's all up to you – to walk, you have to literally pick up one foot, then place it in front of the other. Sounds tricky maybe, but it doesn't take long before you're spinning through the air like a Russian gymnast. This means you get to create your own style, and can act out whatever you feel like, and of course, if you really feel like it, you can have a fight. It's about Chi power. [Mark Healey]",https://sandbox.oxylabs.io/products/2551,80
Harry Potter: Quidditch World Cup,"75,99 €",Out of stock,"Take to the air in the first game that allows players to fully experience the magical speed, power, and competition of Quidditch, the favorite sport of witches and wizards, in the Harry Potter: Quidditch World Cup game. For the first time, gamers will experience  the full complexity and exciting challenge of Quidditch, which involves two teams of seven players who fly on broomsticks, playing four balls simultaneously. Players will control every position on their team, including three Chasers who try to score with the Quaffle, two Beaters who control the dangerous Bludgers, the Keeper who protects the goal, and the Seeker who chases the elusive Golden Snitch that must be caught to end the match. [Electronic Arts]",https://sandbox.oxylabs.io/products/2552,80
Iron Storm,"58,99 €",In stock,"Western Germany, March 1964...The last Great War continues to rage on. All you have ever known is the madness of the front lines and of men butchering each other. War-torn Europe stands ripped apart by a front line that runs straight through the heart of Germany where American and Western European troops battle against enemy forces. In an eternal war that seems to have no end in sight, opposing forces mercilessly attack each other with unrelenting force, claiming small victories one day only to lose them the next. As Lieutenant James Anderson you must infiltrate and destroy key enemy positions deep behind enemy lines using your sharpened combat skills and stealth where necessary. If successful, your mission could finally put a stop to the carnage and restore what everybody has long since forgotten about: peace. Alternative history: between reality and fiction, Iron Storm takes place in an imaginary environment which has been inspired by real events. Iron Storm takes real elements from the First World War; trenches, barbed wire fences, mines, gas warfare, snipers?and combines them with more modern elements from the Second World War; automatic weapons, radar, tanks, flame throwers? as well as elements inspired by modern warfare; helicopters, lasers, electronics and more. [DreamCatcher Interactive]",https://sandbox.oxylabs.io/products/2553,80
Castlevania Chronicles,"70,99 €",Out of stock,"Count Dracula has been resurrected to begin a new reign of terror across the land. As Simon Belmont, descendant of legendary vampire hunters, you enter Dracula's estate to face the Count and his minions - alone. Be prepared for one of the first adventures in the Castlevania series ever!",https://sandbox.oxylabs.io/products/2554,80
Xtreme Sports,"90,99 €",In stock,"Blazing Xtreme Sports action! Test your skills in 6 hot extreme sports including bungee jumping and skysurfing. Battle to victory in intense triple even racing! Explore 5 exotic real-world locations including Mt. Kilamanjaro, Maui, and the Himalayas, with 12 multi environment tracks to choose from. Relive the action with instant replay!",https://sandbox.oxylabs.io/products/2555,80
Sports Champions 2,"77,99 €",Out of stock,"Sports Champions 2, sequel to the PlayStation Move launch title, is getting back in the ring with an array of new sports. Using single or double motion controllers, you will compete against friends in all-new events including Boxing, Golf, Bowling, Skiing and Tennis, and hit the bullseye with an updated Archery mode.",https://sandbox.oxylabs.io/products/2556,80
Pathway,"69,99 €",In stock,"The year is 1936...
In a time of global turmoil, Nazi influence spreads inexorably across Europe and the Middle East. Rumors are abound of secret excavations and mysterious artifacts, not to mention the odd whisperings and tales of gruesome occult rituals...

It's up to you to assemble a team of bold adventurers, and journey through the deserts, explore bunkers, and temples of Northern Africa to discover their hidden treasures and secrets before they fall into the hands of Nazi forces. You and your companions must work together to overcome overwhelming odds - the fate of the world depends on it!

You haven't heard this one before...
Every campaign is generated when it begins, so no two adventures will ever be the same! You never know what's around the next corner - so stay on your toes! Even the most seasoned adventurers can uncover new and exciting discoveries.

Adventures full of mystery
Journey into the unknown and uncover hidden secrets, treasures, characters, and events which have been buried away. There's a wealth of discoveries to be found, and surprises to excite you throughout each adventure!

Learn from your mistakes
In Pathway, defeat isn't necessarily the end of your adventure. Characters will retain their experience after defeat, so players can invest into building a team which will get progressively stronger! There's even rare equipment and advanced skills and abilities to unlock for every adventurer.

Features:

* DYNAMIC ADVENTURES - Discover 5 different campaigns of varying difficulty, with each and every attempt generating a new web of encounters and unique storyline.
* TOUGH CHOICES - Every explored location presents you with one of over 400 hand-crafted story events. Search the well? Save the villagers? It's up to you!
* DECISIVE CONFLICTS - Use cover and positioning in exciting turn-based squad combat. Learn to make the best use of your equipment and your team's abilities, to vanquish a relentless foe, in ruthless and clever ways!
* BUILD YOUR TEAM OF ADVENTURERS - Each of Pathway's 16 unlockable characters has their own skills, weaknesses and quirks, from the almighty melee strength of Brunhilda, to rifle expert daredevil Jackson, and knife-wielding huntress Shani.
* HIDDEN TREASURES - Unearth riches untold, from common weaponry to rare and unique items with special abilities. Perfect your load-out and cash-in on your high-value treasures for a tidy profit.
* THRILLING VISUALS - Classic 16-bit pixel art enhanced with unprecedented depth, lighting and shadows using Pixel/Voxel Hybrid Technology.
* RECOVER & REPLAY - Sometimes failure is the best path to winning. Progressively explore the procedurally generated world, and grow stronger and learn more with each defeat, taking your loot with you even after death.

With soundtrack by the critically-acclaimed composer, Gavin Harrison of Halfway fame!",https://sandbox.oxylabs.io/products/2557,80
Dragon Age: Origins - Return to Ostagar,"70,99 €",Out of stock,"(Downloadable Content)  Your memories of the battle of Ostagar will haunt you for years to come. It laid waste to your order and claimed the lives of many great men and women, including the brash young King Cailan and your mentor, Duncan. Now, there are rumors that a fellow survivor of the battle has escaped from captivity and is seeking the Grey Wardens' help. The time has come for the Grey Wardens to make their return to Ostagar and exact their revenge upon the darkspawn. [Electronic Arts]",https://sandbox.oxylabs.io/products/2558,80
Donkey Konga 2,"70,99 €",In stock,"Get ready for a fresh new set of popular songs in the sequel to Donkey Konga. Donkey Konga 2 features more than 25 new songs, ranging from pop and hip-hop to R&B and rock. You can select from three difficulty levels and five gameplay modes, including freestyle and concert. Connect up to four sets of DK Bongos controllers for jam sessions, or match your rhythmic prowess against a rival in the two-player battle mode.",https://sandbox.oxylabs.io/products/2559,80
NASCAR 09,"78,99 €",Out of stock,"The road to victory begins with Jeff Gordon as he guides you through an all-new ""Chase for the NASCAR Sprint Cup"" Career Mode on a completely-revamped 3D menu interface. With Jeff's help you can sign big-time contracts, build your reputation and earn valuable performance points by dominating in the NASCAR Craftsman Truck Series, the NASCAR Nationwide Series and the NASCAR Sprint Cup Series. Two new and entirely distinct handling models let you play NASCAR 09 at your speed. Forgiving ""Normal"" mode is perfect for getting a handle on the game, while ""Pro"" mode delivers the authentic, white-knuckle NASCAR racing experience. Own the Track lets you compete against your friends and other gamers at all of hte Sprint Cup Series venues. Every racer's stats are compiled and the best driver at each track is named for the ultimate in bragging rights. [Electronic Arts]",https://sandbox.oxylabs.io/products/2560,80
Battle Princess of Arcadias,"79,99 €",In stock,"The kingdom of Schwert was one peaceful and beautiful. But now it's been overrun by monsters, and as the Battle Princess Plume, it's up to you to set things right in this colorful, high-speed action RPG!

Collect a group of warriors and engage in skirmishes against small groups of enemies before taking on huge and powerful bosses in epic siege battles! As you fight and level up, you'll gain new skills, gather heaps of treasure, and upgrade your weapons and gear on your way to victory!",https://sandbox.oxylabs.io/products/2561,81
Nintendo Labo: Toycon 03 Vehicle Kit,"72,99 €",Out of stock,"Includes these projects and more: Toy-Con Car, Toy-Con Pedal, T-Con Plane, T-Con Key, and Toy-Con Submarine.",https://sandbox.oxylabs.io/products/2562,81
DreamWorks Shrek SuperSlam,"38,99 €",In stock,"Slam, smash, beat and brawl your friends in Shrek SuperSlam - the most twisted fighting game ever. Play as 20 characters from the Shrek universe, including Shrek, Donkey, Puss in Boots, and the villainous Prince Charming. SuperSlam your opponents through windows and walls in 16 fully destructible environments. Run for cover when characters unleash their signature fighting moves, like Shrek’s disgusting Green Storm (better plug your nose!) and Puss in Boots’ irresistible Cute Attack. And weapons like the Big Fairy Bazooka and the Hammer of Smiting give you endless ways to blast your opponents into oblivion. Up to four players. [Activision]",https://sandbox.oxylabs.io/products/2563,81
Octodad: Dadliest Catch,"67,99 €",Out of stock,"Octodad: Dadliest Catch is a game about destruction, deception, and fatherhood. The player controls Octodad, a dapper octopus masquerading as a human, as he goes about his life. Octodad's existence is a constant struggle, as he must master mundane tasks with his unwieldy boneless tentacles while simultaneously keeping his cephalopodan nature a secret from his human family.",https://sandbox.oxylabs.io/products/2564,81
Magicka: Wizard Wars,"72,99 €",In stock,"Magicka: Wizard Wars is a sandbox action PvP game that utilizes the humor and dynamic spellcasting system of Magicka, tasking players to form teams of four and blaze their way across the battlefield together, combining elements to cast hundreds of different spells to generate a broad variety of offensive and defensive effects. Each player can design a persistent and personalized wizard with hundreds of unique items and guide them to glory.

Wizard Wars is a Fun-to-Play Team-based PvP experience, filled with tongue-in-cheek references to popular media and current events. With short rounds and unpredictable strategies, Wizard Wars gives both novice players and experienced MOBA veterans a unique tactical depth in every encounter.",https://sandbox.oxylabs.io/products/2565,81
Prinny 1-2: Exploded and Reloaded,"69,99 €",Out of stock,"Master Etna demands the ultimate dessert, and it is up to a legion of lowly Prinnies to make it! Jump, slash, and combo your way through different stages of the Netherworld, devastate enemies and bosses with special attacks, and encounter both new and familiar faces in this explosive action adventure from the twisted minds behind the DISGAEA series!",https://sandbox.oxylabs.io/products/2566,81
Gyrostarr,"85,99 €",In stock,"[WiiWare]  Gyrostarr challenges you and up to three additional players to pilot your ships through a series of twisting, turning technoplasma tracks while battling a variety of deadly alien foes at ever-increasing speeds. While fighting and maneuvering, you must collect enough energy to activate the ancient warpgate at the end of each track. Succeed, and you can journey to the next, even deadlier track. Fail, and the gate will slam shut, destroying your ship. Enhance your ship with weapon pickups, coordinate attacks with your friends to fire powerful combined blasts and use your grapple to snag energy and pickups in the midst of combat. Control your ship with the Wii Remote controller, Nunchuk controller or Classic Controller, or use the ""paired"" control system that allows two players to use a connected Wii Remote and Nunchuk or Classic Controller at the same time. Offering 50 levels of intense action, powerful pickups, high-speed bonus levels and mayhem for up to four players, Gyrostarr is a killer arcade challenge. [Nintendo]",https://sandbox.oxylabs.io/products/2567,81
NBA 10 The Inside,"30,99 €",Out of stock,"Franchise and Playoff Modes. Be the All-Star on the court played at a smooth 60 FPS. Be the General Manager making all the right deals. Play ad-hoc against your friends. All New Quest Modes: Dodge, Give & Go and MiniQuest strategy games allow the player to battle across the country for ultimate NBA domination. Crazier Mini-Games. Need a little break from your serious hoop time? Welcome to the Block Party with all new arcade-style games like Cherry Pickin’ and Bowling, joining classics like H.O.R.S.E, Alley Oop, Bang the Boards, Shootin’ Bricks, and Own the Court. [SCEA]",https://sandbox.oxylabs.io/products/2568,81
Star Fox Zero,"74,99 €",In stock,"Fox, Falco, Peppy and Slippy (accompanied by their original voice actors) return in a new adventure. Gamers use the GamePad to control their Arwing spaceship and see the view from the cockpit, while the TV shows the overall context of the full battlefield. The title includes a new Walker transformation for the Arwing, a new Gyrowing vehicle and the return of the Landmaster Tank.",https://sandbox.oxylabs.io/products/2569,81
Duke Nukem 3D: Megaton Edition,"81,99 €",Out of stock,"Duke Nukem 3D: Megaton Edition is a compilation of the landmark first-person shooter that includes enhanced versions of Duke Nukem 3D: Atomic Edition and three unique expansion packs as well as the original version of the classic game. The iconic Duke Nukem battles it out against a slew of alien foes in the original four episode ""Atomic Edition"" single-player campaign and three over-the-top expansion packs that take the loudmouthed hero to a tropical paradise, a winter wonderland, and even Washington D.C. Duke Nukem 3D: Megaton Edition features polished OpenGL visuals, native compatibility with modern PC and Mac computers, Steam Achievements, and Steam Cloud support. Duke Nukem 3D: Megaton Edition will continue to receive feature updates including Steamworks-enabled online multiplayer, new achievements and integration of additional Duke Nukem 3D expansion packs.",https://sandbox.oxylabs.io/products/2570,81
BloodRayne: Betrayal,"63,99 €",In stock,"BloodRayne: Betrayal will be a 2D side-scrolling action game, with the titular half-vampire warrior and a new ally working together to thwart the plans of a group of evil vampires.",https://sandbox.oxylabs.io/products/2571,81
Dynasty Warriors 8: Xtreme Legends Complete Edition,"71,99 €",Out of stock,"'Dynasty Warriors 8: Xtreme Legends' introduces entirely new levels of fun to the refreshing gameplay vanquishing swarms of enemies with mighty warriors found in 'Dynasty Warrors 8.' In story mode, where you can immerse yourself in the vivid tales of the Romance of the Three Kingdoms, it is now possible to play as the mighty warrior 'Lu Bu,' and embark on a journey that depicts his way of life. Additionally, many new hypothetical scenarios to existing Romance of the Three Kingdoms battles have been added, as well as new playable characters, weapons types, growth/speedrun elements, and more! What's more, a revamped Ambition Mode and completely new Challenge Mode offer whole new ways to enjoy the 'Dynasty Warriors 8' universe.",https://sandbox.oxylabs.io/products/2572,81
Magna Carta 2,"73,99 €",In stock,"Magnacarta 2 introduces an original new storyline driven by intense themes of love, hate, politics, betrayal and the ultimate question of choosing one’s own fate. Players are immersed in the world of the Lanzheim Continent, a conflict-ridden land deeply divided by a fierce civil war. Powered by the Unreal Engine3 and featuring character designs by famed Korean artist Hyung-Tae Kim, the game bears a striking visual style unlike any other RPG through its blend of photo-realism and Japanese manga influences. The deeply emotional story is driven by beautifully rendered CGI cut-scenes featuring fully voiced dialogue to draw players into the immersive experience. Delivering more than 40 hours of gameplay, Magnacarta 2 features a unique battle system which combines strategic turn-based battles and real-time gameplay, creating a fresh twist on the traditional RPG formula. The game seamlessly blends world navigation and battles as everything happens in the same environment with no load screens or abrupt changes in the action when a fight begins or ends. Players can utilize objects found in the environment to their advantage and likewise, creatures and field objects dynamically react to the player’s actions. A free roaming camera further adds to the unrestricted interaction with the world. Players are also given flexible control over their party with the ability to pre-assign attributes for each AI character and freedom to easily switch control between all the characters at any time. Magnacarta 2 features a variety of adaptable options to keep the action fresh throughout the game. By defeating monsters, players obtain Kamonds which can be used to enhance a variety of weapons as well as create new items. When players change their weapon, they take on a different fighting style that adapts all the related moves and skills to that weapon’s attributes. While normal skills can be performed by any player at any time, special moves require skillfully timed actions to exploit the rhythm of the battle to their advantage. The pinnacle of special moves is the over-drive mode where players can use the most powerful combination of skills at one time to perform devastating attacks to defeat enemies. KAN (magic), representing the four elements of nature (Wind, Water, Lightning and Fire), adds another dimension to gameplay whereby players generate KAN for use in battle and to affect environmental objects in various ways. [Namco Bandai Games]",https://sandbox.oxylabs.io/products/2573,81
Cities XL,"41,99 €",Out of stock,"CITIES XL allows gamers to develop cities on realistic 3D maps using an incredible collection of unique structures and monuments based on American, Asian and European-influenced architectural styles. The maps feature a variety of environments: mountains, hills, canyons, beaches and islands, all set in different climates from tropical to desert, Mediterranean to temperate. Players must create the right combinations of social services, leisure activities, special events and other job opportunities within their cities in order to feed, clothe, employ and entertain their citizens. Be it planning and building a new zoo, public park, residential neighborhood or transit system - there's always a fresh and exciting challenge for would-be city managers and mayors in CITIES XL. The game's online features and services allow players to create interconnected cities on virtual and persistent planets. Mayors can share and trade with one another, specialize their economy and team up with befriended cities to create sprawling metropolises. Life on the planet is punctuated by events and competitions - a concert held in one town may, for example, be attended by visitors from other areas who can also enjoy a walk around the city to admire the urban creations of multiple players. By combining a fantastic single-player game with the social and multiplayer aspects of an MMO, CITIES XL shapes the future of the genre by offering more variety, bigger cities and multiple gameplay layers. [Monte Cristo]",https://sandbox.oxylabs.io/products/2574,81
8-Bit Armies,"72,99 €",In stock,"8-Bit Armies is Petroglyph's first game in the 8-Bit RTS series. It commemorates the first Command & Conquer games with its accessible gameplay mechanics while providing a fun and timeless art style that introduces new players to the genre. A unique console controller scheme makes it easier than ever to build bases and command large armies without complex button memorization.

FEATURES:

* Jump right in with easy to understand modern military units and structures.
* Play cooperatively or versus the AI choosing from multiple difficulty options.
* Use classic RTS Base-Building mechanics to construct the ultimate HQ from which to attack your foes.
* Explore a variety of locales, destroying everything that gets in your way with devastating superweapons.
* Two campaigns with a total of 40 single-player combat missions for many hours of gameplay.
* Join your friends to play 12 co-op missions against a variety of AI opponents.
* Gather up to 8 online players to team up in one of the dozen multiplayer/skirmish maps.",https://sandbox.oxylabs.io/products/2575,81
Bloodsports.TV,"62,99 €",Out of stock,Co-op action set in a deadly post-apocalyptic Sweden.,https://sandbox.oxylabs.io/products/2576,81
The Marvellous Miss Take,"64,99 €",In stock,"In the bustling heart of London, a once magnificent art collection has been unscrupulously poached and split up among private collectors. Meet Sophia Take, the rightful heir to the misappropriated masterpieces. Help Sophia to reclaim her inheritance on an exciting and daring adventure across the capital!",https://sandbox.oxylabs.io/products/2577,81
Home (2012),"59,99 €",Out of stock,Home is a unique horror adventure set in a beautifully-realized pixel world. It's a murder mystery with a twist - because you decide what ultimately happens.,https://sandbox.oxylabs.io/products/2578,81
